"biome","index","file","type","band","surface","damage","width","height","atlasX","atlasY"
"purple","68","purple_stone_b1_s2_d0.png","stone","1","2","0","50","50","200","200"
"purple","69","purple_stone_b1_s2_d1.png","stone","1","2","1","50","50","250","200"
"purple","70","purple_stone_b1_s2_d2.png","stone","1","2","2","50","50","300","200"
"purple","71","purple_stone_b1_s2_d3.png","stone","1","2","3","50","50","350","200"
"purple","72","purple_stone_b2_s0_d0.png","stone","2","0","0","50","50","400","200"
"purple","73","purple_stone_b2_s0_d1.png","stone","2","0","1","50","50","450","200"
"purple","74","purple_stone_b2_s0_d2.png","stone","2","0","2","50","50","500","200"
"purple","75","purple_stone_b2_s0_d3.png","stone","2","0","3","50","50","550","200"
"purple","76","purple_stone_b2_s1_d0.png","stone","2","1","0","50","50","600","200"
"purple","77","purple_stone_b2_s1_d1.png","stone","2","1","1","50","50","650","200"
"purple","78","purple_stone_b2_s1_d2.png","stone","2","1","2","50","50","700","200"
"purple","79","purple_stone_b2_s1_d3.png","stone","2","1","3","50","50","750","200"
"purple","80","purple_stone_b2_s2_d0.png","stone","2","2","0","50","50","0","250"
"purple","81","purple_stone_b2_s2_d1.png","stone","2","2","1","50","50","50","250"
"purple","82","purple_stone_b2_s2_d2.png","stone","2","2","2","50","50","100","250"
"purple","83","purple_stone_b2_s2_d3.png","stone","2","2","3","50","50","150","250"
"purple","84","purple_stone_b3_s0_d0.png","stone","3","0","0","50","50","200","250"
"purple","85","purple_stone_b3_s0_d1.png","stone","3","0","1","50","50","250","250"
"purple","86","purple_stone_b3_s0_d2.png","stone","3","0","2","50","50","300","250"
"purple","87","purple_stone_b3_s0_d3.png","stone","3","0","3","50","50","350","250"
"purple","88","purple_stone_b3_s1_d0.png","stone","3","1","0","50","50","400","250"
"purple","89","purple_stone_b3_s1_d1.png","stone","3","1","1","50","50","450","250"
"purple","90","purple_stone_b3_s1_d2.png","stone","3","1","2","50","50","500","250"
"purple","91","purple_stone_b3_s1_d3.png","stone","3","1","3","50","50","550","250"
"purple","92","purple_stone_b3_s2_d0.png","stone","3","2","0","50","50","600","250"
"purple","93","purple_stone_b3_s2_d1.png","stone","3","2","1","50","50","650","250"
"purple","94","purple_stone_b3_s2_d2.png","stone","3","2","2","50","50","700","250"
"purple","95","purple_stone_b3_s2_d3.png","stone","3","2","3","50","50","750","250"
"purple","96","purple_ore_b0_s0_d0.png","ore","0","0","0","50","50","0","300"
"purple","97","purple_ore_b0_s0_d1.png","ore","0","0","1","50","50","50","300"
"purple","98","purple_ore_b0_s0_d2.png","ore","0","0","2","50","50","100","300"
"purple","99","purple_ore_b0_s0_d3.png","ore","0","0","3","50","50","150","300"
"purple","100","purple_ore_b0_s1_d0.png","ore","0","1","0","50","50","200","300"
"purple","101","purple_ore_b0_s1_d1.png","ore","0","1","1","50","50","250","300"
"purple","102","purple_ore_b0_s1_d2.png","ore","0","1","2","50","50","300","300"
"purple","103","purple_ore_b0_s1_d3.png","ore","0","1","3","50","50","350","300"
"purple","104","purple_ore_b0_s2_d0.png","ore","0","2","0","50","50","400","300"
"purple","105","purple_ore_b0_s2_d1.png","ore","0","2","1","50","50","450","300"
"purple","106","purple_ore_b0_s2_d2.png","ore","0","2","2","50","50","500","300"
"purple","107","purple_ore_b0_s2_d3.png","ore","0","2","3","50","50","550","300"
"purple","108","purple_ore_b1_s0_d0.png","ore","1","0","0","50","50","600","300"
"purple","109","purple_ore_b1_s0_d1.png","ore","1","0","1","50","50","650","300"
"purple","110","purple_ore_b1_s0_d2.png","ore","1","0","2","50","50","700","300"
"purple","111","purple_ore_b1_s0_d3.png","ore","1","0","3","50","50","750","300"
"purple","112","purple_ore_b1_s1_d0.png","ore","1","1","0","50","50","0","350"
"purple","113","purple_ore_b1_s1_d1.png","ore","1","1","1","50","50","50","350"
"purple","114","purple_ore_b1_s1_d2.png","ore","1","1","2","50","50","100","350"
"purple","115","purple_ore_b1_s1_d3.png","ore","1","1","3","50","50","150","350"
"purple","116","purple_ore_b1_s2_d0.png","ore","1","2","0","50","50","200","350"
"purple","117","purple_ore_b1_s2_d1.png","ore","1","2","1","50","50","250","350"
"purple","118","purple_ore_b1_s2_d2.png","ore","1","2","2","50","50","300","350"
"purple","119","purple_ore_b1_s2_d3.png","ore","1","2","3","50","50","350","350"
"purple","120","purple_ore_b2_s0_d0.png","ore","2","0","0","50","50","400","350"
"purple","121","purple_ore_b2_s0_d1.png","ore","2","0","1","50","50","450","350"
"purple","122","purple_ore_b2_s0_d2.png","ore","2","0","2","50","50","500","350"
"purple","123","purple_ore_b2_s0_d3.png","ore","2","0","3","50","50","550","350"
"purple","124","purple_ore_b2_s1_d0.png","ore","2","1","0","50","50","600","350"
"purple","125","purple_ore_b2_s1_d1.png","ore","2","1","1","50","50","650","350"
"purple","126","purple_ore_b2_s1_d2.png","ore","2","1","2","50","50","700","350"
"purple","127","purple_ore_b2_s1_d3.png","ore","2","1","3","50","50","750","350"
"purple","128","purple_ore_b2_s2_d0.png","ore","2","2","0","50","50","0","400"
"purple","129","purple_ore_b2_s2_d1.png","ore","2","2","1","50","50","50","400"
"purple","130","purple_ore_b2_s2_d2.png","ore","2","2","2","50","50","100","400"
"purple","131","purple_ore_b2_s2_d3.png","ore","2","2","3","50","50","150","400"
"purple","132","purple_ore_b3_s0_d0.png","ore","3","0","0","50","50","200","400"
"purple","133","purple_ore_b3_s0_d1.png","ore","3","0","1","50","50","250","400"
"purple","134","purple_ore_b3_s0_d2.png","ore","3","0","2","50","50","300","400"
"purple","135","purple_ore_b3_s0_d3.png","ore","3","0","3","50","50","350","400"
"purple","136","purple_ore_b3_s1_d0.png","ore","3","1","0","50","50","400","400"
"purple","137","purple_ore_b3_s1_d1.png","ore","3","1","1","50","50","450","400"
"purple","138","purple_ore_b3_s1_d2.png","ore","3","1","2","50","50","500","400"
"purple","139","purple_ore_b3_s1_d3.png","ore","3","1","3","50","50","550","400"
"purple","140","purple_ore_b3_s2_d0.png","ore","3","2","0","50","50","600","400"
"purple","141","purple_ore_b3_s2_d1.png","ore","3","2","1","50","50","650","400"
"purple","142","purple_ore_b3_s2_d2.png","ore","3","2","2","50","50","700","400"
"purple","143","purple_ore_b3_s2_d3.png","ore","3","2","3","50","50","750","400"
"purple","144","purple_gem_b0_s0_d0.png","gem","0","0","0","50","50","0","450"
"purple","145","purple_gem_b0_s0_d1.png","gem","0","0","1","50","50","50","450"
"purple","146","purple_gem_b0_s0_d2.png","gem","0","0","2","50","50","100","450"
"purple","147","purple_gem_b0_s0_d3.png","gem","0","0","3","50","50","150","450"
"purple","148","purple_gem_b0_s1_d0.png","gem","0","1","0","50","50","200","450"
"purple","149","purple_gem_b0_s1_d1.png","gem","0","1","1","50","50","250","450"
"purple","150","purple_gem_b0_s1_d2.png","gem","0","1","2","50","50","300","450"
"purple","151","purple_gem_b0_s1_d3.png","gem","0","1","3","50","50","350","450"
"purple","152","purple_gem_b0_s2_d0.png","gem","0","2","0","50","50","400","450"
"purple","153","purple_gem_b0_s2_d1.png","gem","0","2","1","50","50","450","450"
"purple","154","purple_gem_b0_s2_d2.png","gem","0","2","2","50","50","500","450"
"purple","155","purple_gem_b0_s2_d3.png","gem","0","2","3","50","50","550","450"
"purple","156","purple_gem_b1_s0_d0.png","gem","1","0","0","50","50","600","450"
"purple","157","purple_gem_b1_s0_d1.png","gem","1","0","1","50","50","650","450"
"purple","158","purple_gem_b1_s0_d2.png","gem","1","0","2","50","50","700","450"
"purple","159","purple_gem_b1_s0_d3.png","gem","1","0","3","50","50","750","450"
"purple","160","purple_gem_b1_s1_d0.png","gem","1","1","0","50","50","0","500"
"purple","161","purple_gem_b1_s1_d1.png","gem","1","1","1","50","50","50","500"
"purple","162","purple_gem_b1_s1_d2.png","gem","1","1","2","50","50","100","500"
"purple","163","purple_gem_b1_s1_d3.png","gem","1","1","3","50","50","150","500"
"purple","164","purple_gem_b1_s2_d0.png","gem","1","2","0","50","50","200","500"
"purple","165","purple_gem_b1_s2_d1.png","gem","1","2","1","50","50","250","500"
"purple","166","purple_gem_b1_s2_d2.png","gem","1","2","2","50","50","300","500"
"purple","167","purple_gem_b1_s2_d3.png","gem","1","2","3","50","50","350","500"
"purple","168","purple_gem_b2_s0_d0.png","gem","2","0","0","50","50","400","500"
"purple","169","purple_gem_b2_s0_d1.png","gem","2","0","1","50","50","450","500"
"purple","170","purple_gem_b2_s0_d2.png","gem","2","0","2","50","50","500","500"
"purple","171","purple_gem_b2_s0_d3.png","gem","2","0","3","50","50","550","500"
"purple","172","purple_gem_b2_s1_d0.png","gem","2","1","0","50","50","600","500"
"purple","173","purple_gem_b2_s1_d1.png","gem","2","1","1","50","50","650","500"
"purple","174","purple_gem_b2_s1_d2.png","gem","2","1","2","50","50","700","500"
"purple","175","purple_gem_b2_s1_d3.png","gem","2","1","3","50","50","750","500"
"purple","176","purple_gem_b2_s2_d0.png","gem","2","2","0","50","50","0","550"
"purple","177","purple_gem_b2_s2_d1.png","gem","2","2","1","50","50","50","550"
"purple","178","purple_gem_b2_s2_d2.png","gem","2","2","2","50","50","100","550"
"purple","179","purple_gem_b2_s2_d3.png","gem","2","2","3","50","50","150","550"
"purple","180","purple_gem_b3_s0_d0.png","gem","3","0","0","50","50","200","550"
"purple","181","purple_gem_b3_s0_d1.png","gem","3","0","1","50","50","250","550"
"purple","182","purple_gem_b3_s0_d2.png","gem","3","0","2","50","50","300","550"
"purple","183","purple_gem_b3_s0_d3.png","gem","3","0","3","50","50","350","550"
"purple","184","purple_gem_b3_s1_d0.png","gem","3","1","0","50","50","400","550"
"purple","185","purple_gem_b3_s1_d1.png","gem","3","1","1","50","50","450","550"
"purple","186","purple_gem_b3_s1_d2.png","gem","3","1","2","50","50","500","550"
"purple","187","purple_gem_b3_s1_d3.png","gem","3","1","3","50","50","550","550"
"purple","188","purple_gem_b3_s2_d0.png","gem","3","2","0","50","50","600","550"
"purple","189","purple_gem_b3_s2_d1.png","gem","3","2","1","50","50","650","550"
"purple","190","purple_gem_b3_s2_d2.png","gem","3","2","2","50","50","700","550"
"purple","191","purple_gem_b3_s2_d3.png","gem","3","2","3","50","50","750","550"
"purple","192","purple_crys_b0_s0_d0.png","crys","0","0","0","50","50","0","600"
"purple","193","purple_crys_b0_s0_d1.png","crys","0","0","1","50","50","50","600"
"purple","194","purple_crys_b0_s0_d2.png","crys","0","0","2","50","50","100","600"
"purple","195","purple_crys_b0_s0_d3.png","crys","0","0","3","50","50","150","600"
"purple","196","purple_crys_b0_s1_d0.png","crys","0","1","0","50","50","200","600"
"purple","197","purple_crys_b0_s1_d1.png","crys","0","1","1","50","50","250","600"
"purple","198","purple_crys_b0_s1_d2.png","crys","0","1","2","50","50","300","600"
"purple","199","purple_crys_b0_s1_d3.png","crys","0","1","3","50","50","350","600"
"purple","200","purple_crys_b0_s2_d0.png","crys","0","2","0","50","50","400","600"
"purple","201","purple_crys_b0_s2_d1.png","crys","0","2","1","50","50","450","600"
"purple","202","purple_crys_b0_s2_d2.png","crys","0","2","2","50","50","500","600"
"purple","203","purple_crys_b0_s2_d3.png","crys","0","2","3","50","50","550","600"
"purple","204","purple_crys_b1_s0_d0.png","crys","1","0","0","50","50","600","600"
"purple","205","purple_crys_b1_s0_d1.png","crys","1","0","1","50","50","650","600"
"purple","206","purple_crys_b1_s0_d2.png","crys","1","0","2","50","50","700","600"
"purple","207","purple_crys_b1_s0_d3.png","crys","1","0","3","50","50","750","600"
"purple","208","purple_crys_b1_s1_d0.png","crys","1","1","0","50","50","0","650"
"purple","209","purple_crys_b1_s1_d1.png","crys","1","1","1","50","50","50","650"
"purple","210","purple_crys_b1_s1_d2.png","crys","1","1","2","50","50","100","650"
"purple","211","purple_crys_b1_s1_d3.png","crys","1","1","3","50","50","150","650"
"purple","212","purple_crys_b1_s2_d0.png","crys","1","2","0","50","50","200","650"
"purple","213","purple_crys_b1_s2_d1.png","crys","1","2","1","50","50","250","650"
"purple","214","purple_crys_b1_s2_d2.png","crys","1","2","2","50","50","300","650"
"purple","215","purple_crys_b1_s2_d3.png","crys","1","2","3","50","50","350","650"
"purple","216","purple_crys_b2_s0_d0.png","crys","2","0","0","50","50","400","650"
"purple","217","purple_crys_b2_s0_d1.png","crys","2","0","1","50","50","450","650"
"purple","218","purple_crys_b2_s0_d2.png","crys","2","0","2","50","50","500","650"
"purple","219","purple_crys_b2_s0_d3.png","crys","2","0","3","50","50","550","650"
"purple","220","purple_crys_b2_s1_d0.png","crys","2","1","0","50","50","600","650"
"purple","221","purple_crys_b2_s1_d1.png","crys","2","1","1","50","50","650","650"
"purple","222","purple_crys_b2_s1_d2.png","crys","2","1","2","50","50","700","650"
"purple","223","purple_crys_b2_s1_d3.png","crys","2","1","3","50","50","750","650"
"purple","224","purple_crys_b2_s2_d0.png","crys","2","2","0","50","50","0","700"
"purple","225","purple_crys_b2_s2_d1.png","crys","2","2","1","50","50","50","700"
"purple","226","purple_crys_b2_s2_d2.png","crys","2","2","2","50","50","100","700"
"purple","227","purple_crys_b2_s2_d3.png","crys","2","2","3","50","50","150","700"
"purple","228","purple_crys_b3_s0_d0.png","crys","3","0","0","50","50","200","700"
"purple","229","purple_crys_b3_s0_d1.png","crys","3","0","1","50","50","250","700"
"purple","230","purple_crys_b3_s0_d2.png","crys","3","0","2","50","50","300","700"
"purple","231","purple_crys_b3_s0_d3.png","crys","3","0","3","50","50","350","700"
"purple","232","purple_crys_b3_s1_d0.png","crys","3","1","0","50","50","400","700"
"purple","233","purple_crys_b3_s1_d1.png","crys","3","1","1","50","50","450","700"
"purple","234","purple_crys_b3_s1_d2.png","crys","3","1","2","50","50","500","700"
"purple","235","purple_crys_b3_s1_d3.png","crys","3","1","3","50","50","550","700"
"purple","236","purple_crys_b3_s2_d0.png","crys","3","2","0","50","50","600","700"
"purple","237","purple_crys_b3_s2_d1.png","crys","3","2","1","50","50","650","700"
"purple","238","purple_crys_b3_s2_d2.png","crys","3","2","2","50","50","700","700"
"purple","239","purple_crys_b3_s2_d3.png","crys","3","2","3","50","50","750","700"
"purple","240","purple_rock_b0.png","rock","0","0","0","50","50","0","750"
"purple","241","purple_rock_b1.png","rock","1","0","0","50","50","50","750"
"purple","242","purple_rock_b2.png","rock","2","0","0","50","50","100","750"
"purple","243","purple_rock_b3.png","rock","3","0","0","50","50","150","750"
"purple","244","purple_core_top_b0_v0.png","core_top","0",,,"50","50","200","750"
"purple","245","purple_core_top_b0_v1.png","core_top","0",,,"50","50","250","750"
"purple","246","purple_core_top_b0_v2.png","core_top","0",,,"50","50","300","750"
"purple","247","purple_core_top_b0_v3.png","core_top","0",,,"50","50","350","750"
"purple","248","purple_core_top_b0_v4.png","core_top","0",,,"50","50","400","750"
"purple","249","purple_core_top_b0_v5.png","core_top","0",,,"50","50","450","750"
"purple","250","purple_core_top_b1_v0.png","core_top","1",,,"50","50","500","750"
"purple","251","purple_core_top_b1_v1.png","core_top","1",,,"50","50","550","750"
"purple","252","purple_core_top_b1_v2.png","core_top","1",,,"50","50","600","750"
"purple","253","purple_core_top_b1_v3.png","core_top","1",,,"50","50","650","750"
"purple","254","purple_core_top_b1_v4.png","core_top","1",,,"50","50","700","750"
"purple","255","purple_core_top_b1_v5.png","core_top","1",,,"50","50","750","750"
"purple","256","purple_core_top_b2_v0.png","core_top","2",,,"50","50","0","800"
"purple","257","purple_core_top_b2_v1.png","core_top","2",,,"50","50","50","800"
"purple","258","purple_core_top_b2_v2.png","core_top","2",,,"50","50","100","800"
"purple","259","purple_core_top_b2_v3.png","core_top","2",,,"50","50","150","800"
"purple","260","purple_core_top_b2_v4.png","core_top","2",,,"50","50","200","800"
"purple","261","purple_core_top_b2_v5.png","core_top","2",,,"50","50","250","800"
"purple","262","purple_core_top_b3_v0.png","core_top","3",,,"50","50","300","800"
"purple","263","purple_core_top_b3_v1.png","core_top","3",,,"50","50","350","800"
"purple","264","purple_core_top_b3_v2.png","core_top","3",,,"50","50","400","800"
"purple","265","purple_core_top_b3_v3.png","core_top","3",,,"50","50","450","800"
"purple","266","purple_core_top_b3_v4.png","core_top","3",,,"50","50","500","800"
"purple","267","purple_core_top_b3_v5.png","core_top","3",,,"50","50","550","800"
